TribalCededLandsNewOBJECTID,TribalCededLandsNewCESSNUM,TribalCededLandsNewCESSNUMSORT,TribalCededLandsNewSHAPE_Length,TribalCededLandsNewSHAPE_Area,TribalCededLandsTableOBJECTID,TribalCededLandsTableCessNum,TribalCededLandsTableCessNumSort,TribalCededLandsTableMapName,TribalCededLandsTableState,TribalCededLandsTableCounty,TribalCededLandsTableStateCounty,TribalCededLandsTableSchdTrb,TribalCededLandsTablePresDayTrb,TribalCededLandsTableCitation1,TribalCededLandsTableCitation2,TribalCededLandsTableCessDate1,TribalCededLandsTableDate1Link_Royce_Schedule,TribalCededLandsTableDate1Link_Kappler_Treaty,TribalCededLandsTableCessDate2,TribalCededLandsTableDate2Link_Royce_Schedule,TribalCededLandsTableDate2Link_Kappler_Treaty,TribalCededLandsTableCessDate3,TribalCededLandsTableDate3Link_Royce_Schedule,TribalCededLandsTableDate3Link_Kappler_Treaty,TribalCededLandsTableCessDate4,TribalCededLandsTableDate4Link_Royce_Schedule,TribalCededLandsTableDate4Link_Kappler_Treaty,TribalCededLandsTableCessDate5,TribalCededLandsTableDate5Link_Royce_Schedule,TribalCededLandsTableDate5Link_Kappler_Treaty,TribalCededLandsTableMapName1,TribalCededLandsTableMapName2,TribalCededLandsTableMapName3,TribalCededLandsTableMapName4,TribalCededLandsTableMapName5,TribalCededLandsTableMapName6,TribalCededLandsTableMapURL1,TribalCededLandsTableMapURL2,TribalCededLandsTableMapURL3,TribalCededLandsTableMapURL4,TribalCededLandsTableMapURL5,TribalCededLandsTableMapURL6,TribalCededLandsTableLink_Federal_Statute,TribalCededLandsTableLink_Executive_Order,TribalCededLandsTableLink_Other_Treaty
111,187,187,871389.933990976,25960762648.7261,42,187,187,"Wisconsin 1, Illinois 2","IL; WI","Boone; Cook; De Kalb; Dodge; Fond du Lac; Jefferson; Kane; Kenosha; Lake; McHenry; Milwaukee; Ogle; Ozaukee; Racine; Rock; Walworth; Washington; Waukesha; Winnebago","IL:Boone; IL:Cook; IL:De Kalb; IL:Kane; IL:Lake; IL:McHenry; IL:Ogle; IL:Winnebago; WI:Dodge; WI:Fond du Lac; WI:Jefferson; WI:Kenosha; WI:Milwaukee; WI:Ozaukee; WI:Racine; WI:Rock; WI:Walworth; WI:Washington; WI:Waukesha","Chippewa; Ottawa; Potawatomi","Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation, Wisconsin; Bay Mills Indian Community, Michigan; Bois Forte Band (Nett Lake) of the Minnesota Chippewa Tribe, Minnesota; Chippewa Cree Indians of the Rocky Boy's Reservation, Montana; Citizen Potawatomi Nation, Oklahoma; Fond du Lac Band of the Minnesota Chippewa Tribe, Minnesota; Forest County Potawatomi Community, Wisconsin; Grand Portage Band of the Minnesota Chippewa Tribe, Minnesota; Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Hannahville Indian Community, Michigan; Keweenaw Bay Indian Community, Michigan; Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin; Lac du Flambeau Band of Lake Superior Chippewa Indians of the Lac du Flambeau Reservation of Wisconsin; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Leech Lake Band of the Minnesota Chippewa Tribe, Minnesota; Match-e-be-nash-she-wish Band of Pottawatomi Indians of Michigan; Mille Lacs Band of the Minnesota Chippewa Tribe, Minnesota; Minnesota Chippewa Tribe, Minnesota; Nottawaseppi Huron Band of the Potawatomi, Michigan; Ottawa Tribe of Oklahoma; Pokagon Band of Potawatomi Indians, Michigan and Indiana; Prairie Band Potawatomi Nation, Kansas; Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin; Red Lake Band of Chippewa Indians, Minnesota; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan; Sokaogon Chippewa Community, Wisconsin; St. Croix Chippewa Indians of Wisconsin; Turtle Mountain Band of Chippewa Indians of North Dakota; White Earth Band of Minnesota Chippewa Tribe, Minnesota","Tiller 404; Tiller 427; Tiller 428; Tiller 430; Tiller 431; Tiller 433; Tiller 434; Tiller 439; Tiller 440; Tiller 441; Tiller 443; Tiller 445; Tiller 447; Tiller 449; Tiller 451; Tiller 455; Tiller 460; Tiller 464; Tiller 488; Tiller 597; Tiller 616; Tiller 787; Tiller 789; Tiller 793; Tiller 795; Tiller 802; Tiller 807; Tiller 809",Trigger 745,1833/09/26 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/750/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=410",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Wisconsin 1,Illinois 2,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,https://www.loc.gov/resource/g3701em.gct00002/?sp=18,,,,,,,
112,162,162,54392.7591818437,162250139.559164,43,162,162,Wisconsin 1,WI,Fond du Lac,WI:Fond du Lac,Menomini,Menominee Indian Tribe of Wisconsin,1 Hodge 842-844,Clark 141,1831/02/08 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/730/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=327",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Wisconsin 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,,,,,,,,
113,161,161,78465.0395116134,404083893.056898,44,161,161,Wisconsin 1,WI,Calumet,WI:Calumet,Menomini,Menominee Indian Tribe of Wisconsin,1 Hodge 842-844,Clark 141,1831/02/08 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/730/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=327",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Wisconsin 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,,,,,,,,
114,160,160,1071812.1455453,19146019053.7868,45,160,160,Wisconsin 1,WI,"Brown; Calumet; Door; Fond du Lac; Kewaunee; Manitowoc; Ozaukee; Sheboygan; Washington","WI:Brown; WI:Calumet; WI:Door; WI:Fond du Lac; WI:Kewaunee; WI:Manitowoc; WI:Ozaukee; WI:Sheboygan; WI:Washington",Menomini,Menominee Indian Tribe of Wisconsin,1 Hodge 842-844,Clark 141,1831/02/08 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/728/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=327",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Wisconsin 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,,,,,,,,
115,78a,78,74835.3231837022,282703183.356324,46,78a,78,Wisconsin 1,WI,Grant,WI:Grant,"Chippewa; Ottawa; Potawatomi","Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation, Wisconsin; Bay Mills Indian Community, Michigan; Bois Forte Band (Nett Lake) of the Minnesota Chippewa Tribe, Minnesota; Chippewa Cree Indians of the Rocky Boy's Reservation, Montana; Citizen Potawatomi Nation, Oklahoma; Fond du Lac Band of the Minnesota Chippewa Tribe, Minnesota; Forest County Potawatomi Community, Wisconsin; Grand Portage Band of the Minnesota Chippewa Tribe, Minnesota; Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Hannahville Indian Community, Michigan; Keweenaw Bay Indian Community, Michigan; Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin; Lac du Flambeau Band of Lake Superior Chippewa Indians of the Lac du Flambeau Reservation of Wisconsin; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Leech Lake Band of the Minnesota Chippewa Tribe, Minnesota; Match-e-be-nash-she-wish Band of Pottawatomi Indians of Michigan; Mille Lacs Band of the Minnesota Chippewa Tribe, Minnesota; Minnesota Chippewa Tribe, Minnesota; Nottawaseppi Huron Band of the Potawatomi, Michigan; Ottawa Tribe of Oklahoma; Pokagon Band of Potawatomi Indians, Michigan and Indiana; Prairie Band Potawatomi Nation, Kansas; Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin; Red Lake Band of Chippewa Indians, Minnesota; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan; Sokaogon Chippewa Community, Wisconsin; St. Croix Chippewa Indians of Wisconsin; Turtle Mountain Band of Chippewa Indians of North Dakota; White Earth Band of Minnesota Chippewa Tribe, Minnesota","Tiller 404; Tiller 427; Tiller 428; Tiller 430; Tiller 431; Tiller 433; Tiller 434; Tiller 439; Tiller 440; Tiller 441; Tiller 443; Tiller 445; Tiller 447; Tiller 449; Tiller 451; Tiller 455; Tiller 460; Tiller 464; Tiller 488; Tiller 597; Tiller 616; Tiller 787; Tiller 789; Tiller 793; Tiller 795; Tiller 802; Tiller 807; Tiller 809",Trigger 745,1816/08/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/682/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=140",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Wisconsin 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,,,,,,,,
116,51,51,36149.0900367116,75675271.424868,47,51,51,Wisconsin 1 and 2,WI,Grant,WI:Grant,Sauk and Fox,"Sac & Fox Nation of Missouri in Kansas and Nebraska; Sac & Fox Nation, Oklahoma; Sac & Fox Tribe of the Mississippi in Iowa",,,1804/11/03 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/666/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=82",1815/09/13 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/680/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=128",1815/09/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/680/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=129",1816/05/13 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/680/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=134",1970/01/01 00:00:00+00,,,Wisconsin 1,Wisconsin 2,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,https://www.loc.gov/resource/g3701em.gct00002/?sp=65,,,,,,,
117,219,219,985245.731858042,22128981350.8675,48,219,219,"Michigan 1, Wisconsin 1","MI; WI","Brown; Delta; Dickinson; Florence; Marinette; Menominee; Oconto; Outagamie; Shawano; Waupaca; Winnebago","MI:Delta; MI:Dickinson; MI:Menominee; WI:Brown; WI:Florence; WI:Marinette; WI:Menominee; WI:Oconto; WI:Outagamie; WI:Shawano; WI:Waupaca; WI:Winnebago",Menomini,Menominee Indian Tribe of Wisconsin,1 Hodge 842-844,Clark 141,1836/09/03 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/760/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=471",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 1,Wisconsin 1,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=29,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,,,,,,,
118,159,159,30142.3171113139,54838530.9115243,49,159,159,Wisconsin 1,WI,Brown,WI:Brown,Menomini,Menominee Indian Tribe of Wisconsin,1 Hodge 842-844,Clark 141,1831/02/08 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/728/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=327",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Wisconsin 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,,,,,,,,
119,134,134,111868.957462057,266891082.133193,50,134,134,Wisconsin 1,WI,Brown,WI:Brown,"Chippewa; Menomini; Winnebago","Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation, Wisconsin; Bay Mills Indian Community, Michigan; Bois Forte Band (Nett Lake) of the Minnesota Chippewa Tribe, Minnesota; Chippewa Cree Indians of the Rocky Boy's Reservation, Montana; Fond du Lac Band of the Minnesota Chippewa Tribe, Minnesota; Grand Portage Band of the Minnesota Chippewa Tribe, Minnesota; Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Ho-Chunk Nation of Wisconsin; Keweenaw Bay Indian Community, Michigan; Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin; Lac du Flambeau Band of Lake Superior Chippewa Indians of the Lac du Flambeau Reservation of Wisconsin; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Leech Lake Band of the Minnesota Chippewa Tribe, Minnesota; Mille Lacs Band of the Minnesota Chippewa Tribe, Minnesota; Minnesota Chippewa Tribe, Minnesota; Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin; Red Lake Band of Chippewa Indians, Minnesota; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan; Sokaogon Chippewa Community, Wisconsin; St. Croix Chippewa Indians of Wisconsin; Turtle Mountain Band of Chippewa Indians of North Dakota; White Earth Band of Minnesota Chippewa Tribe, Minnesota; Winnebago Tribe of Nebraska","Tiller 427; Tiller 428; Tiller 431; Tiller 433; Tiller 434; Tiller 443; Tiller 445; Tiller 447; Tiller 449; Tiller 451; Tiller 455; Tiller 460; Tiller 464; Tiller 488; Tiller 597; Tiller 787; Tiller 793; Tiller 795; Tiller 802; Tiller 807; Tiller 809",Trigger 745,1827/08/11 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/718/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=289",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Wisconsin 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,,,,,,,,
120,158,158,318233.895027611,3996355189.26095,51,158,158,Wisconsin 1,WI,"Brown; Menominee; Oconto; Outagamie; Shawano","WI:Brown; WI:Menominee; WI:Oconto; WI:Outagamie; WI:Shawano",Menomini,Menominee Indian Tribe of Wisconsin,1 Hodge 842-844,Clark 141,1831/02/08 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/728/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=327",1832/10/27 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/742/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=385",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Wisconsin 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,,,,,,,,
121,271,271,856405.813465881,20628394028.5108,52,271,271,Wisconsin 1,WI,"Adams; Columbia; Marquette; Menominee; Portage; Shawano; Waupaca; Waushara; Wood","WI:Adams; WI:Columbia; WI:Marquette; WI:Menominee; WI:Portage; WI:Shawano; WI:Waupaca; WI:Waushara; WI:Wood",Menomini,Menominee Indian Tribe of Wisconsin,1 Hodge 842-844,Clark 141,1848/10/18 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/780/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=580",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Wisconsin 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,,,,,,,,
122,220,220,315744.628194978,1579824975.62386,53,220,220,Wisconsin 1,WI,"Marathon; Portage; Wood","WI:Marathon; WI:Portage; WI:Wood",Menomini,Menominee Indian Tribe of Wisconsin,1 Hodge 842-844,Clark 141,1836/09/03 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/760/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=471",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Wisconsin 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,,,,,,,,
123,245,245,868530.19902994,29321094233.1237,54,245,245,Wisconsin 1,WI,"Clark; Columbia; Crawford; Jackson; Juneau; La Crosse; Monroe; Richland; Sauk; Vernon; Wood","WI:Clark; WI:Columbia; WI:Crawford; WI:Jackson; WI:Juneau; WI:La Crosse; WI:Monroe; WI:Richland; WI:Sauk; WI:Vernon; WI:Wood",Winnebago,"Ho-Chunk Nation of Wisconsin; Winnebago Tribe of Nebraska",,,1837/11/01 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/768/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=506",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Wisconsin 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,,,,,,,,
124,243,243,1297583.22771269,31048775342.9558,55,243,243,"Minnesota 1, Wisconsin 1","MN; WI","Anoka; Buffalo; Clark; Dunn; Eau Claire; Jackson; La Crosse; Pepin; Pierce; Ramsey; Sherburne; St. Croix; Trempealeau; Vernon; Washington","MN:Anoka; MN:Ramsey; MN:Sherburne; MN:Washington; WI:Buffalo; WI:Clark; WI:Dunn; WI:Eau Claire; WI:Jackson; WI:La Crosse; WI:Pepin; WI:Pierce; WI:St. Croix; WI:Trempealeau; WI:Vernon",Sioux,"Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation, Montana; Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota; Crow Creek Sioux Tribe of the Crow Creek Reservation, South Dakota; Flandreau Santee Sioux Tribe of South Dakota; Lower Brule Sioux Tribe of the Lower Brule Reservation, South Dakota; Lower Sioux Indian Community in the State of Minnesota; Oglala Sioux Tribe of the Pine Ridge Reservation, South Dakota; Prairie Island Indian Community in the State of Minnesota; Rosebud Sioux Tribe of the Rosebud Indian Reservation, South Dakota; Santee Sioux Nation, Nebraska; Shakopee Mdewakanton Sioux Community of Minnesota; Sisseton-Wahpeton Oyate of the Lake Traverse Reservation, South Dakota; Spirit Lake Tribe, North Dakota; Standing Rock Sioux Tribe of North & South Dakota; Upper Sioux Community, Minnesota; Yankton Sioux Tribe of South Dakota",,,1837/09/29 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/766/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=501",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Minnesota 1,Wisconsin 1,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=33,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,,,,,,,
125,242,242,1729249.41341313,112720928300.08,56,242,242,"Minnesota 1, Wisconsin 1","MN; WI","Anoka; Ashland; Barron; Bayfield; Burnett; Chippewa; Chisago; Clark; Douglas; Dunn; Eau Claire; Forest; Isanti; Langlade; Lincoln; Marathon; Oneida; Polk; Portage; Price; Ramsey; Rusk; Sawyer; Sherburne; St. Croix; Taylor; Washburn; Washington; Wood","MN:Anoka; MN:Chisago; MN:Isanti; MN:Ramsey; MN:Sherburne; MN:Washington; WI:Ashland; WI:Barron; WI:Bayfield; WI:Burnett; WI:Chippewa; WI:Clark; WI:Douglas; WI:Dunn; WI:Eau Claire; WI:Forest; WI:Langlade; WI:Lincoln; WI:Marathon; WI:Oneida; WI:Polk; WI:Portage; WI:Price; WI:Rusk; WI:Sawyer; WI:St. Croix; WI:Taylor; WI:Washburn; WI:Wood",Chippewa,"Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation, Wisconsin; Bay Mills Indian Community, Michigan; Bois Forte Band (Nett Lake) of the Minnesota Chippewa Tribe, Minnesota; Chippewa Cree Indians of the Rocky Boy's Reservation, Montana; Fond du Lac Band of the Minnesota Chippewa Tribe, Minnesota; Grand Portage Band of the Minnesota Chippewa Tribe, Minnesota; Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Keweenaw Bay Indian Community, Michigan; Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin; Lac du Flambeau Band of Lake Superior Chippewa Indians of the Lac du Flambeau Reservation of Wisconsin; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Leech Lake Band of the Minnesota Chippewa Tribe, Minnesota; Mille Lacs Band of the Minnesota Chippewa Tribe, Minnesota; Minnesota Chippewa Tribe, Minnesota; Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin; Red Lake Band of Chippewa Indians, Minnesota; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan; Sokaogon Chippewa Community, Wisconsin; St. Croix Chippewa Indians of Wisconsin; Turtle Mountain Band of Chippewa Indians of North Dakota; White Earth Band of Minnesota Chippewa Tribe, Minnesota","Tiller 427; Tiller 428; Tiller 431; Tiller 433; Tiller 434; Tiller 443; Tiller 445; Tiller 447; Tiller 449; Tiller 451; Tiller 455; Tiller 460; Tiller 464; Tiller 488; Tiller 597; Tiller 787; Tiller 793; Tiller 795; Tiller 802; Tiller 807; Tiller 809",Trigger 745,1837/07/29 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/766/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=499",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Minnesota 1,Wisconsin 1,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=33,https://www.loc.gov/resource/g3701em.gct00002/?sp=64,,,,,,,
126,101,101,422183.307885616,6121169585.619,133,101,101,Tennessee and Bordering States,"AL; TN","Franklin; Grundy; Jackson; Madison; Marion; Marshall","AL:Jackson; AL:Madison; AL:Marshall; TN:Franklin; TN:Grundy; TN:Marion",Cherokee,"Cherokee Nation, Oklahoma; Eastern Band of Cherokee Indians of North Carolina; Eastern Band of Cherokee Indians, North Carolina; United Keetoowah Band of Cherokee Indians in Oklahoma","Fogelson 170-71, 368; Waldman 55","1 Hodge 246; 1 Hodge 247; Hodge 247; Tiller 659",1819/02/27 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/696/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=185",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Tennessee and Bordering States,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=54,,,,,,,,
127,84,84,198440.999188758,1533221913.36376,134,84,84,Tennessee and Bordering States,TN,"Grundy; Marion; Sequatchie","TN:Grundy; TN:Marion; TN:Sequatchie",Cherokee,"Cherokee Nation, Oklahoma; Eastern Band of Cherokee Indians of North Carolina; United Keetoowah Band of Cherokee Indians in Oklahoma","Fogelson 170-71, 368; Waldman 55","1 Hodge 246; 1 Hodge 247; Tiller 659",1817/07/08 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/684/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=148",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Tennessee and Bordering States,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=54,,,,,,,,
128,102,102,200235.876416067,1501978159.51357,135,102,102,Tennessee and Bordering States,TN,"Hamilton; Marion; Sequatchie","TN:Hamilton; TN:Marion; TN:Sequatchie",Cherokee,"Cherokee Nation, Oklahoma; Eastern Band of Cherokee Indians of North Carolina; United Keetoowah Band of Cherokee Indians in Oklahoma","Fogelson 170-71, 368; Waldman 55","1 Hodge 246; 1 Hodge 247; Tiller 659",1819/02/27 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/696/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=185",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Tennessee and Bordering States,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=54,,,,,,,,
129,76,76,167904.914898442,775537542.528176,136,76,76,Tennessee and Bordering States,SC,Oconee,SC:Oconee,Cherokee,"Cherokee Nation, Oklahoma","Fogelson 170-71, 368; Waldman 55","1 Hodge 246; Tiller 659",1816/03/22 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/680/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=132",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Tennessee and Bordering States,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=54,,,,,,,,
130,83,83,326725.686605107,2037004167.14633,137,83,83,Georgia,GA,"Dawson; Forsyth; Gwinnett; Habersham; Hall; Lumpkin; Towns; Union; White","GA:Dawson; GA:Forsyth; GA:Gwinnett; GA:Habersham; GA:Hall; GA:Lumpkin; GA:Towns; GA:Union; GA:White",Cherokee,"Cherokee Nation, Oklahoma; Eastern Band of Cherokee Indians of North Carolina; United Keetoowah Band of Cherokee Indians in Oklahoma","Fogelson 170-71, 368; Waldman 55","Hodge 246; Hodge 247; Tiller 659",1817/07/08 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/684/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=148",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Georgia,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=15,,,,,,,,
